NOME_PRODUTO;CATEGORIA_REGULATORIA;CLASSE_TERAPEUTICA;PRINCIPIO_ATIVO;EMPRESA_DETENTORA_REGISTRO
TROMAXIL;Novo;MACROLIDEOS;LACTOBIONATO DE ERITROMICINA;OPEM REPRESENTAÇÃO IMPORTADORA EXPORTADORA E DISTRIBUIDORA LTDA
CARDIOXANE;Novo;MEDICAMENTOS C/ ACAO NO MIOCARDIO;CLORIDRATO DE dexrazoxano;ADIUM S.A.
PATANOL;Novo;MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CLORIDRATO DE OLOPATADINA;NOVARTIS BIOCIENCIAS S.A
INZELM;Novo;MEDICAMENTOS PARA ÚLCERA PÉPTICA E DOENÇAS DE REFLUXO GASTRESOFÁGICO;FUMARATO DE VONOPRAZANA;TAKEDA PHARMA LTDA.
MULTIHANCE;Novo;MEIOS DE CONTRASTE PARA IMAGENS DE RESSONÂNCIA MAGNÉTICA NUCLEAR;gadobenato de dimeglumina;BRACCO IMAGING DO BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMEN
ATROPINA;Novo;MIDRIATICOS;SULFATO DE ATROPINA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
MYDRIACYL;Novo;MIDRIATICOS;TROPICAMIDA;NOVARTIS BIOCIENCIAS S.A
FLORINEFE;Novo;MINERALOCORTICOIDES;ACETATO DE FLUDROCORTISONA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
PILOCARPINA;Novo;MIOTICOS;CLORIDRATO DE PILOCARPINA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
CARBAGLU;Novo;MODULADORES DO METABOLISMO E DA DIGESTAO;ácido carglúmico;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA
WILLENTINE;Novo;MODULADORES DO METABOLISMO E DA DIGESTAO;DICLORIDRATO DE TRIENTINA;MAWDSLEYS PHARMACEUTICALS DO BRASIL LTDA
MILGAMMA;Novo;MONOVITAMINAS EXCETO VITAMINA K;BENFOTIAMINA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
AMPLICTIL;Novo;NEUROLEPTICOS;CLORIDRATO DE CLORPROMAZINA;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
CLOPIXOL;Novo;NEUROLEPTICOS;ACETATO DE ZUCLOPENTIXOL, DECANOATO DE ZUCLOPENTIXOL, DICLORIDRATO DE ZUCLOPENTIXOL;LUNDBECK BRASIL LTDA
EQUILID;Novo;NEUROLEPTICOS;SULPIRIDA;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
GEODON;Novo;NEUROLEPTICOS;CLORIDRATO DE ZIPRASIDONA MONOIDRATADO;VIATRIS FARMACEUTICA DO BRASIL LTDA
HALDOL;Novo;NEUROLEPTICOS;HALOPERIDOL;MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA
HALDOL DECANOATO;Novo;NEUROLEPTICOS;DECANOATO DE HALOPERIDOL;MOKSHA8 BRASIL INDUSTRIA E COMERCIO DE MEDICAMENTOS LTDA
INVEGA;Novo;NEUROLEPTICOS;PALMITATO DE PALIPERIDONA;JANSSEN
INVEGA;Novo;NEUROLEPTICOS;PALIPERIDONA;JANSSEN
LEPONEX;Novo;NEUROLEPTICOS;CLOZAPINA;VIATRIS FARMACEUTICA DO BRASIL LTDA
MELLERIL;Novo;NEUROLEPTICOS;CLORIDRATO DE TIORIDAZINA;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
NEOZINE;Novo;NEUROLEPTICOS;CLORIDRATO DE LEVOMEPROMAZINA, MALEATO DE LEVOMEPROMAZINA;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
NEULEPTIL;Novo;NEUROLEPTICOS;PERICIAZINA;BLANVER FARMOQUIMICA E FARMACEUTICA S.A.
RISPERDAL;Novo;NEUROLEPTICOS;risperidona;JANSSEN
SOCIAN;Novo;NEUROLEPTICOS;AMISSULPRIDA;SANOFI MEDLEY FARMACÊUTICA LTDA.
GAMMAR;Novo;NEUROPSICOESTIMULANTES;ÁCIDO GAMAMINOBUTÍRICO;ZYDUS NIKKHO FARMACÊUTICA LTDA
NOOTROPIL;Novo;NEUROPSICOESTIMULANTES;PIRACETAM;SANOFI MEDLEY FARMACÊUTICA LTDA.
MONOCORDIL;Novo;NITRITOS NITRATOS E SEMELHANTES;MONONITRATO DE ISOSSORBIDA;LABORATÓRIOS BALDACCI LTDA
SUSTRATE;Novo;NITRITOS NITRATOS E SEMELHANTES;PROPATILNITRATO;FARMOQUÍMICA S/A
MACRODANTINA;Novo;NITROFURANICOS;NITROFURANTOÍNA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
SYNTOCINON;Novo;OCITOCICOS HORMONAIS;OCITOCINA;VIATRIS FARMACEUTICA DO BRASIL LTDA
ZERBAXA;Novo;OUTRAS CEFALOSPORINAS E PENEMICOS;SULFATO DE CEFTOLOZANA, TAZOBACTAM SÓDICO;MERCK SHARP & DOHME FARMACEUTICA LTDA.
CAMZYOS;Novo;OUTRAS PREPARAÇÕES CARDÍACAS;MAVACANTENO;BRISTOL
NEOPROFEN;Novo;OUTRAS PREPARAÇÕES CARDÍACAS;LEVOLISINATO DE IBUPROFENO;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA
HIDROCIN;Novo;OUTRAS PREPARACOES PARA TERAPIA SINTOMATICA NASAL;CLORIDRATO DE NAFAZOLINA, FOSFATO DISSÓDICO DE DEXAMETASONA, SULFATO DE NEOMICINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
AGRYLIN;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;CLORIDRATO DE ANAGRELIDA;TAKEDA PHARMA LTDA.
ERFANDEL;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;ERDAFITINIBE;JANSSEN
EVOBRIG;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;BRIGATINIBE;TAKEDA PHARMA LTDA.
KYPROLIS;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;carfilzomibe;AMGEN BIOTECNOLOGIA DO BRASIL LTDA.
LYNPARZA COMPRIMIDOS;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;olaparibe;ASTRAZENECA DO BRASIL LTDA
NINLARO;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;citrato de ixazomibe;TAKEDA PHARMA LTDA.
TAGRISSO;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;MESILATO DE OSIMERTINIBE;ASTRAZENECA DO BRASIL LTDA
VENCLEXTA;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;venetoclax;ABBVIE FARMACÊUTICA LTDA.
ZEJULA;Novo;OUTROS AGENTES ANTINEOPLÁSICOS;TOSILATO DE NIRAPARIBE MONOIDRATADO;GLAXOSMITHKLINE BRASIL LTDA
ORLADEYO;Novo;OUTROS AGENTES HEMATOLÓGICOS;DICLORIDRATO DE BEROTRALSTATE;PINT PHARMA PRODUTOS MEDICO
REVLIMID;Novo;OUTROS AGENTES IMUNOSSUPRESSORES;LENALIDOMIDA;BRISTOL
LOJUXTA®;Novo;OUTROS AGENTES MODIFICADORES DE LIPÍDEOS;mesilato de lomitapida;CHIESI FARMACÊUTICA LTDA
WAYLIVRA;Novo;OUTROS AGENTES MODIFICADORES DE LIPÍDEOS;VOLANESORSENA SÓDICA;PTC FARMACEUTICA DO BRASIL LTDA.
HEMAX ERITRON;Novo;OUTROS ANTIANEMICOS;ALFAEPOETINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
FYCOMPA;Novo;OUTROS ANTIEPILÉTICOS;PERAMPANEL;UNITED MEDICAL LTDA
JOLIK;Novo;OUTROS ANTIEPILÉTICOS;PREGABALINA;LIBBS FARMACÊUTICA LTDA
HALAVEN;Novo;OUTROS ANTINEOPLASICOS;mesilato de eribulina;UNITED MEDICAL LTDA
LANVIS;Novo;OUTROS ANTINEOPLASICOS;TIOGUANINA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
LAZCLUZE;Novo;OUTROS ANTINEOPLASICOS;MESILATO DE LAZERTINIBE MONOIDRATADO;JANSSEN
LEUKERAN;Novo;OUTROS ANTINEOPLASICOS;CLORAMBUCILA;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
PEMAZYRE;Novo;OUTROS ANTINEOPLASICOS;PEMIGATINIBE;UNITED MEDICAL LTDA
TAZVERIK;Novo;OUTROS ANTINEOPLASICOS;BROMIDRATO DE TAZEMETOSTATE;BEAUFOUR IPSEN FARMACÊUTICA LTDA
XELODA;Novo;OUTROS ANTINEOPLASICOS;CAPECITABINA;BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
ZYTIGA;Novo;OUTROS ANTINEOPLASICOS;acetato de abiraterona;JANSSEN
ZYTIGA®;Novo;OUTROS ANTINEOPLASICOS;acetato de abiraterona;JANSSEN
REXULTI;Novo;OUTROS ANTIPSICÓTICOS;brexpiprazol;LUNDBECK BRASIL LTDA
FLORAX;Novo;OUTROS COADJUVANTES DO TRATAMENTO DA DIARREIA;SACCHAROMYCES CEREVISAE;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
DIGEPLUS;Novo;OUTROS DIGESTIVOS;CLORIDRATO DE METOCLOPRAMIDA monoidratado, DIMETICONA, PEPSINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
QFITLIA;Novo;OUTROS HEMOSTÁTICOS SISTÊMICOS;FITUSIRANA SÓDICA;SANOFI MEDLEY FARMACÊUTICA LTDA.
KUVAN;Novo;OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO;dicloridrato de sapropterina;BIOMARIN BRASIL FARMACÊUTICA LTDA
OLIRE;Novo;OUTROS HORMONIOS E MODULADORES DO METABOLISMO E DA DIGESTAO;liraglutida;EMS S/A
DDAVP;Novo;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;ACETATO DE DESMOPRESSINA;LABORATÓRIOS FERRING LTDA
FIRMAGON;Novo;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;degarelix, acetato de degarelix;LABORATÓRIOS FERRING LTDA
SANDOSTATIN;Novo;OUTROS HORMONIOS MEDIADORES E PRODUTOS EQUIVALENTES;ACETATO DE OCTREOTIDA;NOVARTIS BIOCIENCIAS S.A
FORASEQ;Novo;OUTROS MEDICAMENTOS ANTIASMATICOS;fumarato de formoterol diidratado, BUDESONIDA;SANDOZ DO BRASIL INDÚSTRIA FARMACÊUTICA LTDA
OXIMAX;Novo;OUTROS MEDICAMENTOS ANTIASMATICOS;FUROATO DE MOMETASONA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
OPTHAAC 40;Novo;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;TRIANCINOLONA ACETONIDA;OPHTHALMOS LTDA
RESTASIS;Novo;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;CICLOSPORINA;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
STILL;Novo;OUTROS MEDICAMENTOS COM ACAO NO APARELHO VISUAL;DICLOFENACO SÓDICO;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA
TEGSEDI;Novo;OUTROS MEDICAMENTOS COM AÇÃO NO SISTEMA NERVOSO;INOTERSENA NONADECASSÓDICA;PTC FARMACEUTICA DO BRASIL LTDA.
VYNDAQEL;Novo;OUTROS MEDICAMENTOS COM AÇÃO NO SISTEMA NERVOSO;tafamidis meglumina;PFIZER BRASIL LTDA
WAINUA;Novo;OUTROS MEDICAMENTOS COM AÇÃO NO SISTEMA NERVOSO;EPLONTERSENA SÓDICA;ASTRAZENECA DO BRASIL LTDA
INSPRA;Novo;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;eplerenona;VIATRIS FARMACEUTICA DO BRASIL LTDA
PLAVIX;Novo;OUTROS MEDICAMENTOS DE ACAO NO APARELHO CARDIOVASCULAR;BISSULFATO DE CLOPIDOGREL;SANOFI MEDLEY FARMACÊUTICA LTDA.
EVRYSDI;Novo;OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO;RISDIPLAM;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
SPINRAZA;Novo;OUTROS MEDICAMENTOS PARA TRANSTORNOS DO SISTEMA MÚSCULO-ESQUELÉTICO;NUSINERSENA;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA
DELTYBA;Novo;OUTROS MEDICAMENTOS USADOS NO TRATAMENTO DA TUBERCULOSE;DELAMANIDE;VIATRIS FARMACEUTICA DO BRASIL LTDA
SIRTURO;Novo;OUTROS MEDICAMENTOS USADOS NO TRATAMENTO DA TUBERCULOSE;fumarato de bedaquilina;JANSSEN
ARCALION;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;SULBUTIAMINA;LABORATÓRIOS SERVIER DO BRASIL LTDA
BRIDION;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;SUGAMADEX SÓDICO;MERCK SHARP & DOHME FARMACEUTICA LTDA.
CUPRIMINE;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;PENICILAMINA;MEDQUIMICA INDUSTRIA FARMACEUTICA LTDA.
DESFERAL;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;MESILATO DE DESFERROXAMINA;MASTERS SPECIALITY PHARMA LTDA
EMPAVELI;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;PEGCETACOPLANA;PINT PHARMA PRODUTOS MEDICO
EMPOZZE;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;cloridrato de dapoxetina;EMS S/A
FABHALTA;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;CLORIDRATO DE IPTACOPANA MONOIDRATADO;NOVARTIS BIOCIENCIAS S.A
FIRAZYR;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;acetato de icatibanto;TAKEDA PHARMA LTDA.
ISTURISA;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;FOSFATO DE OSILODROSTATE;RECORDATI RARE DISEASES COMÉRCIO DE MEDICAMENTOS LTDA
LADOGAL;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;DANAZOL;EUROFARMA LABORATORIOS S.A.
MOZOBIL;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;plerixafor;SANOFI MEDLEY FARMACÊUTICA LTDA.
NEO DECAPEPTYL;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;embonato de triptorrelina;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
ORGALUTRAN;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;ACETATO DE GANIRRELIX;ORGANON FARMACÊUTICA LTDA.
PROSOY;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;cloridrato de dapoxetina;FARMOQUÍMICA S/A
THIOCTACID;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;ÁCIDO TIÓCTICO;VIATRIS FARMACEUTICA DO BRASIL LTDA
VOYDEYA;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;DANICOPANA;ASTRAZENECA DO BRASIL LTDA
ZAVESCA;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;MIGLUSTATE;JANSSEN
ZEMPLAR;Novo;OUTROS PRODS  NAO ENQUADRADOS EM CLASSE TERAPEUTICA ESPECIF;PARICALCITOL;ABBVIE FARMACÊUTICA LTDA.
GLYPRESSIN;Novo;OUTROS PRODUTOS ANTI-HEMORRAGICOS;ACETATO DE TERLIPRESSINA;LABORATÓRIOS FERRING LTDA
REVOLADE;Novo;OUTROS PRODUTOS ANTI-HEMORRAGICOS;eltrombopague olamina;NOVARTIS BIOCIENCIAS S.A
TECFIDERA;Novo;OUTROS PRODUTOS COM ACAO IMUNOPROTETORA;fumarato de dimetila;BIOGEN BRASIL PRODUTOS FARMACÊUTICOS LTDA
CUTISANOL;Novo;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;SUBGALATO DE BISMUTO, IODETO DE TIMOL, OXIDO DE ZINCO;CRISTÁLIA PRODUTOS QUÍMICOS FARMACÊUTICOS LTDA.
POMADA MINANCORA;Novo;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;ÓXIDO DE ZINCO, CLORETO DE BENZALCÔNIO, CÂNFORA;MINÂNCORA & CIA LTDA
ROZEX;Novo;OUTROS PRODUTOS COM ACAO NA PELE E MUCOSAS;METRONIDAZOL;GALDERMA BRASIL LTDA
SIMDAX;Novo;OUTROS PRODUTOS COM ACAO NO APARELHO CARDIOVASCULAR;LEVOSIMENDANA;BIOLAB SANUS FARMACÊUTICA LTDA
DOBUTREX;Novo;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;CLORIDRATO DE DOBUTAMINA;ANTIBIÓTICOS DO BRASIL LTDA
RISCARD;Novo;OUTROS PRODUTOS COM ACAO NO MIOCARDIO E SISTEMA DE CONDUCAO;RANOLAZINA;BIOLAB SANUS FARMACÊUTICA LTDA
CONDROFLEX;Novo;OUTROS PRODUTOS COM ACAO NO SISTEMA MUSCULO ESQUELETICO;SULFATO DE GLICOSAMINA CLORETO DE SÓDIO, CONDROITINA SULFATO DE SÓDIO;ADIUM S.A.
COMBODART;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;CLORIDRATO DE TANSULOSINA, DUTASTERIDA;GLAXOSMITHKLINE BRASIL LTDA
DETRUSITOL;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;TARTARATO DE TOLTERODINA;VIATRIS FARMACEUTICA DO BRASIL LTDA
DUOMO HP;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;FINASTERIDA, MESILATO DE DOXAZOSINA;EUROFARMA LABORATORIOS S.A.
ENABLEX;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;bromidrato de darifenacina;ASPEN PHARMA INDÚSTRIA FARMACÊUTICA LTDA
MYRBETRIC;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;mirabegrona;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS
SIL-HP;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;SILODOSINA;APSEN FARMACEUTICA S/A
VESICARE;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;SUCCINATO DE SOLIFENACINA;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS
VESOMNI;Novo;OUTROS PRODUTOS COM ACAO NO TRATO URINARIO;SUCCINATO DE SOLIFENACINA, CLORIDRATO DE TANSULOSINA;ASTELLAS FARMA BRASIL IMPORTAÇÃO E DISTRIBUIÇÃO DE MEDICAMENTOS
SOOLANTRA;Novo;OUTROS PRODUTOS DERMATOLÓGICOS;IVERMECTINA;GALDERMA BRASIL LTDA
ENGOV;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;MALEATO DE MEPIRAMINA, HIDRÓXIDO DE ALUMÍNIO, ÁCIDO ACETILSALICÍLICO, CAFEÍNA;COSMED INDUSTRIA DE COSMETICOS E MEDICAMENTOS S.A.
GONAPEPTYL DAILY;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;ACETATO DE TRIPTORRELINA;LABORATÓRIOS FERRING LTDA
GONAPEPTYL DEPOT;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;ACETATO DE TRIPTORRELINA;LABORATÓRIOS FERRING LTDA
IQIRVO;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;ELAFIBRANOR;BEAUFOUR IPSEN FARMACÊUTICA LTDA
LIVMARLI;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;CLORETO DE MARALIXIBATE;BIOPAS BRASIL PRODUTOS FARMACEUTICOS LTDA
LUFTAGASTRO BABY;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;ALGINATO DE SÓDIO, ALGINATO DE MAGNÉSIO;RECKITT BENCKISER (BRASIL) LTDA
MESACOL;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;MESALAZINA;TAKEDA PHARMA LTDA.
OXLUMO;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;LUMASIRANA SÓDICA;SPECIALTY PHARMA GOIAS LTDA
PENTASA;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;MESALAZINA;LABORATÓRIOS FERRING LTDA
RESOLOR;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;prucaloprida;LABORATÓRIOS BAGÓ DO BRASIL S/A
ZELMAC;Novo;OUTROS PRODUTOS PARA O APARELHO DIGESTIVO E METABOLISMO;MALEATO DE TEGASERODE;BIOLAB SANUS FARMACÊUTICA LTDA
DAXAS;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;ROFLUMILASTE;ASTRAZENECA DO BRASIL LTDA
ESBRIET;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;PIRFENIDONA;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
KALYDECO;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;IVACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
KALYDECO;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;IVACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
ORKAMBI;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;LUMACAFTOR, IVACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
PORTEBRO;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;MANITOL;UNITED MEDICAL LTDA
PULMOZYME;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;ALFADORNASE;PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.
SYMDEKO;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;IVACAFTOR, TEZACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
TRIKAFTA;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;ELEXACAFTOR, TEZACAFTOR, IVACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
TRIKAFTA;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;ELEXACAFTOR, TEZACAFTOR, IVACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
TRIMBOW;Novo;OUTROS PRODUTOS PARA O APARELHO RESPIRATORIO;DIPROPIONATO DE BECLOMETASONA, fumarato de formoterol di-hidratado, BROMETO DE GLICOPIRRÔNIO;CHIESI FARMACÊUTICA LTDA
ORKAMBI;Novo;OUTROS PRODUTOS PARA O SISTEMA RESPIRATÓRIO;IVACAFTOR, LUMACAFTOR;VERTEX FARMACEUTICA DO BRASIL LTDA.
ORFADIN;Novo;OUTROS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;nitisinona;INNOVATIVE MEDICINES BRASIL SP DISTRIBUICAO DE MEDICAMENTOS LTD
ORFADIN;Novo;OUTROS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;nitisinona;INNOVATIVE MEDICINES BRASIL SP DISTRIBUICAO DE MEDICAMENTOS LTD
SEPHIENCE;Novo;OUTROS PRODUTOS PARA O TRATO ALIMENTAR E METABOLISMO;SEPIAPTERINA;PTC FARMACEUTICA DO BRASIL LTDA.
CLOMID;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;CITRATO DE CLOMIFENO;SANOFI MEDLEY FARMACÊUTICA LTDA.
DACTIL OB;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;CLORIDRATO DE PIPERIDOLATO, HESPERIDINA, ÁCIDO ASCÓRBICO;SANOFI MEDLEY FARMACÊUTICA LTDA.
DOSTINEX;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;CABERGOLINA;PFIZER BRASIL LTDA
LIBIAM;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;TIBOLONA;LIBBS FARMACÊUTICA LTDA
LIVIAL;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;TIBOLONA;ORGANON FARMACÊUTICA LTDA.
PROSTOKOS;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;MISOPROSTOL;INFAN INDUSTRIA QUIMICA FARMACEUTICA NACIONAL S/A
SANDRENA;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;ESTRADIOL;ORGANON FARMACÊUTICA LTDA.
TRACTOCILE;Novo;OUTROS PRODUTOS PARA USO EM GINECOLOGIA E OBSTETRICIA;acetato de atosibana;LABORATÓRIOS FERRING LTDA
EPREX;Novo;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;ALFAEPOETINA;JANSSEN
FERRIPROX;Novo;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;DEFERIPRONA;CHIESI FARMACÊUTICA LTDA
FERRIPROX BD;Novo;OUTROS PRODUTOS QUE ATUAM NO SANGUE E HEMATOPOIESE;DEFERIPRONA;CHIESI FARMACÊUTICA LTDA
ALOIS;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;CLORIDRATO DE MEMANTINA;APSEN FARMACEUTICA S/A
AMVUTTRA;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;VUTRISIRANA SÓDICA;SPECIALTY PHARMA GOIAS LTDA
ATENTAH;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;CLORIDRATO DE ATOMOXETINA;APSEN FARMACEUTICA S/A
AUSTEDO;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;DEUTETRABENAZINA;TEVA FARMACÊUTICA LTDA.
DONILA DUO;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;CLORIDRATO DE DONEPEZILA, CLORIDRATO DE MEMANTINA;ACHÉ LABORATÓRIOS FARMACÊUTICOS S.A
EBIX;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;CLORIDRATO DE MEMANTINA;LUNDBECK BRASIL LTDA
ERANZ;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;CLORIDRATO DE DONEPEZILA;PFIZER BRASIL LTDA
EXELON;Novo;OUTROS PRODUTOS QUE ATUAM SOBRE O SISTEMA NERVOSO;HEMITARTARATO DE RIVASTIGMINA, RIVASTIGMINA;UNITED MEDICAL LTDA
